"Show 4. By Station Code","Split 5. No Split","Category","Sub Category","metric_name","Time Granularity (2. Weekly)","Metric (CUSTOM)"
"UBA1","No Split","Quality","Full Delivery Failure","~ % FOND Picked up, other","2026-09-06 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","% FTDC","2026-06-28 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","% FTDC","2026-07-05 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","% FTDC","2026-07-12 00:00:00",0.009153318077803204
"UBA1","No Split","Quality","Full Delivery Failure","% FTDC","2026-07-19 00:00:00",0.007389162561576354
"UBA1","No Split","Quality","Full Delivery Failure","% FTDC","2026-07-26 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","% FTDC","2026-08-02 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","% FTDC","2026-08-09 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","% FTDC","2026-08-16 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","% FTDC","2026-08-23 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","% FTDC","2026-08-30 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","% FTDC","2026-09-06 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","% PSC","2026-06-28 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","% PSC","2026-07-05 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","% PSC","2026-07-12 00:00:00",0.009153318077803204
"UBA1","No Split","Quality","Full Delivery Failure","% PSC","2026-07-19 00:00:00",0.007389162561576354
"UBA1","No Split","Quality","Full Delivery Failure","% PSC","2026-07-26 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","% PSC","2026-08-02 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","% PSC","2026-08-09 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","% PSC","2026-08-16 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","% PSC","2026-08-23 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","% PSC","2026-08-30 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","% PSC","2026-09-06 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Not assigned","2026-06-28 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Not assigned","2026-07-05 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Not assigned","2026-07-12 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Not assigned","2026-07-19 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Not assigned","2026-07-26 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Not assigned","2026-08-02 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Not assigned","2026-08-09 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Not assigned","2026-08-16 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Not assigned","2026-08-23 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Not assigned","2026-08-30 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Not assigned","2026-09-06 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Assigned, not picked up","2026-06-28 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Assigned, not picked up","2026-07-05 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Assigned, not picked up","2026-07-12 00:00:00",0.009153318077803204
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Assigned, not picked up","2026-07-19 00:00:00",0.007389162561576354
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Assigned, not picked up","2026-07-26 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Assigned, not picked up","2026-08-02 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Assigned, not picked up","2026-08-09 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Assigned, not picked up","2026-08-16 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Assigned, not picked up","2026-08-23 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Assigned, not picked up","2026-08-30 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Assigned, not picked up","2026-09-06 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Picked up, not delivered","2026-06-28 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Picked up, not delivered","2026-07-05 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Picked up, not delivered","2026-07-12 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Picked up, not delivered","2026-07-19 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Picked up, not delivered","2026-07-26 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Picked up, not delivered","2026-08-02 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Picked up, not delivered","2026-08-09 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Picked up, not delivered","2026-08-16 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Picked up, not delivered","2026-08-23 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Picked up, not delivered","2026-08-30 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Picked up, not delivered","2026-09-06 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Unknown ops cancellation","2026-06-28 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Unknown ops cancellation","2026-07-05 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Unknown ops cancellation","2026-07-12 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Unknown ops cancellation","2026-07-19 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Unknown ops cancellation","2026-07-26 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Unknown ops cancellation","2026-08-02 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Unknown ops cancellation","2026-08-09 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Unknown ops cancellation","2026-08-16 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Unknown ops cancellation","2026-08-23 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Unknown ops cancellation","2026-08-30 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","~ % PSC Unknown ops cancellation","2026-09-06 00:00:00",0
"UBA1","No Split","Quality","Full Delivery Failure","% FDNR","2026-06-28 00:00:00",0
